class,1kHz_cond,2kHz_cond,3kHz_cond,7kHz_cond,11kHz_cond,17kHz_cond,23kHz_cond,31kHz_cond,43kHz_cond,61kHz_cond,89kHz_cond,127kHz_cond,179kHz_cond,251kHz_cond,349kHz_cond
skin,2079.724869,2841.598512,3074.709813,3411.732624,3497.828758,3558.604363,3579.095554,3590.908402,3584.731522,3575.382962,3542.39049,3495.825579,3433.827731,3351.657143,3255.460547
skin,6489.444197,6828.689577,7097.552345,6929.704994,6882.215776,6870.868501,6880.669765,6875.684091,6877.196602,6878.708333,6843.601355,6793.887655,6722.456743,6617.956827,6497.660519
skin,7010.42131,7089.799818,7279.073099,6952.192998,6830.637063,6749.014171,6709.670674,6659.869787,6608.094071,6554.375,6457.126216,6351.886484,6232.973371,6088.611943,5942.868071
skin,5564.845981,5896.265781,6187.568263,6143.808424,6155.126632,6197.330491,6233.804425,6259.681072,6290.719376,6324.25,6324.01049,6310.648079,6274.444717,6205.959454,6122.477681
skin,6725.411223,7149.177657,7502.197648,7413.181091,7420.930492,7471.238202,7548.672598,7597.886852,7650.330447,7706.669975,7668.81724,7587.879737,7446.962818,7350.341089,7231.540544
skin,1868.906006,1902.280447,1919.433622,1926.168492,1927.978782,1928.800102,1927.449231,1924.358233,1918.736804,1910.096438,1894.5482,1875.612185,1858.830057,1846.678225,1844.317549
skin,3047.833365,3568.699403,3752.862713,4068.856,4228.294199,4394.920598,4485.978789,4564.050633,4631.063208,4687.211919,4713.91927,4696.962248,4664.256099,4581.097474,4492.765248
skin,3316.065541,3399.011624,3492.842469,3394.141017,3359.345752,3333.24151,3316.162607,3287.921208,3248.517746,3195.405857,3114.70435,3021.458325,2916.904047,2798.704319,2679.120788
skin,4693.665315,4828.037003,5004.796796,4860.586271,4863.243194,4904.83147,4949.970913,4987.594937,5037.416303,5092.244466,5134.070344,5165.832796,5176.396078,5160.004281,5121.378653
skin,6681.373112,7033.269634,7347.014816,7208.613826,7193.127301,7206.606028,7221.795131,7219.560294,7212.461552,7193.333333,7127.010478,7043.475626,6937.710148,6796.091886,6637.724239
skin,6905.861397,7576.735155,8353.169501,8517.33402,8690.934596,8948.148438,9139.514993,9354.779161,9704.363359,10042.82005,10224.95334,10321.35361,10272.09806,10098.35394,9857.017285
skin,7389.083786,8121.509395,8791.882696,8719.481562,8681.04747,8675.615274,8677.141952,8636.781086,8579.058339,8511.53067,8338.14655,8124.878964,7851.923279,7489.06405,7292.187158
skin,5532.513958,6170.317346,6554.106771,6558.444997,6560.292313,6584.082499,6594.531771,6587.780713,6571.722473,6544.833333,6464.436817,6362.232862,6233.415143,6059.915608,5876.668236
skin,3840.457264,4370.973371,4686.110138,4815.195785,4906.437496,5025.146943,5119.044369,5203.319269,5297.353567,5397.465421,5474.411834,5532.031545,5568.609594,5577.757956,5578.097205
skin,1979.742181,2478.985078,2744.837348,3082.037734,3255.37572,3439.626257,3565.843019,3692.958809,3836.115466,4128.202713,4440.003147,4715.942916,4951.89186,5149.557585,5323.506989
skin,1971.627145,2205.703323,2406.578121,2534.561482,2618.981401,2715.229371,2780.480515,2836.745066,2892.886727,2950.229485,2987.829512,3011.575212,3023.997999,3033.003322,3042.872639
skin,4720.71344,5084.23053,5374.062504,5360.156857,5391.884469,5459.318828,5511.508514,5559.887482,5613.604612,5683.708333,5732.838526,5762.633314,5765.854706,5728.370458,5677.539131
skin,3734.701406,4238.88942,4598.679765,4739.529683,4808.532021,4888.596191,4936.599691,4969.142053,4998.17543,5018.695699,4999.944921,4953.841961,4882.235941,4768.452976,4639.930114
skin,3982.802552,4503.669264,4793.166077,4800.86074,4806.407316,4823.680723,4837.631173,4839.212377,4833.554456,4823.283567,4771.138563,4710.496986,4626.705738,4507.970601,4392.558767
fat,479.9889527,660.7239261,708.0646373,806.6096866,836.7842452,843.5592223,827.6882812,807.7756927,771.5048037,716.1490716,623.1392798,522.2786509,437.9967706,346.0810939,236.5479224
fat,193.9588434,197.1371476,198.7499448,417.8501653,562.3789172,686.9471325,742.9026714,791.6553022,828.1423895,840.204313,814.8075302,769.9701319,733.4225087,696.0408716,660.3682384
fat,192.4795535,196.5564435,198.3442056,445.2664785,614.4988184,747.8184681,806.7143101,855.4861326,883.9207674,886.557755,841.6117529,776.4797635,717.9133015,657.0843101,594.4105039
fat,199.364231,587.14461,757.4397066,1109.73949,1262.479702,1386.756698,1452.301776,1509.462273,1563.166742,1610.767383,1649.657787,1683.837495,1726.239953,1777.710683,1844.237793
fat,887.2779743,1072.205375,1150.224369,1281.178968,1340.553274,1383.349834,1397.956555,1404.616141,1397.418513,1371.171434,1310.665237,1233.337971,1161.570845,1093.049114,1023.414922
fat,185.7176644,184.9393162,184.0927476,177.2616916,169.8072081,159.7119457,152.1405659,145.2681132,136.9619321,129.8034127,119.0566603,108.2430621,98.84264587,84.67727023,64.64498189
fat,1305.699886,1440.449314,1508.198088,1612.492261,1660.39878,1700.288237,1718.202794,1731.77133,1739.572657,1737.623693,1715.633547,1681.040241,1644.159664,1603.404117,1565.053936
fat,185.3697049,190.1222613,192.469807,199.8108071,466.8115944,706.2248219,825.2022834,927.5250517,1016.356276,1079.150094,1105.163056,1103.352893,1105.091421,1110.242905,1129.609268
fat,154.9915775,157.3186688,155.2139544,145.2350465,134.1351619,120.8836429,112.6340263,105.0249408,96.37233595,89.75090985,79.25440839,71.73442245,63.86143826,51.57961311,35.19448396
fat,321.5232639,482.9021799,543.999306,640.5014361,671.3163126,681.2121082,670.0367668,655.8890782,625.7901479,580.9986624,501.1180414,417.1339497,353.5242212,282.2957362,198.6255173
fat,667.5732985,832.527678,905.4130184,1018.008366,1062.066779,1088.092649,1090.340493,1088.166961,1071.661213,1040.865865,981.197844,919.5831641,877.0390922,842.2001191,812.0032357
fat,959.9653913,1080.350943,1129.906072,1194.759067,1217.480587,1220.481033,1207.954358,1188.561499,1150.259453,1092.997344,995.2704535,893.9125735,814.4428426,740.5162793,668.3836584
fat,1507.661518,1572.028896,1606.126202,1625.013144,1632.27699,1630.735464,1621.443834,1607.981521,1582.516456,1541.61797,1471.060324,1384.781248,1301.786739,1220.451498,1139.459062
fat,190.2665199,189.4156303,188.1654429,181.3081038,173.2649823,161.229219,151.8221603,141.679137,129.4030426,117.5410178,102.7777372,90.50539323,80.35772875,66.07395404,47.16761511
fat,246.3843457,415.6621652,462.8690801,544.0692303,573.7084064,582.0209185,579.1015834,568.8241805,544.7440421,511.9026873,443.4394996,370.6797094,315.2038925,247.5955398,188.2790675
fat,190.3844735,193.5273657,195.0055179,198.7725829,289.27021,420.4981405,483.6392671,541.6117783,581.8127283,600.2187081,570.6237306,516.9058463,469.2139266,407.0168512,330.5197492
fat,194.2463686,198.8991089,267.9152916,660.7360956,829.6847154,969.6708751,1042.373819,1108.576262,1166.161814,1210.869306,1229.860006,1233.111549,1242.348273,1256.738814,1281.543348
fat,261.0205364,715.997424,871.2007238,1179.425536,1307.73389,1412.439479,1467.68356,1515.123635,1558.274517,1594.20145,1617.326273,1634.302973,1658.336566,1689.156647,1736.528095
fat,437.6014441,759.4433485,879.3673567,1112.550137,1218.075757,1301.136436,1342.298989,1375.022653,1400.49062,1412.114228,1401.809016,1384.059528,1376.263321,1380.233519,1405.323764
fat,976.3572776,1170.994269,1261.251262,1420.471043,1499.053464,1563.192894,1594.188139,1618.598795,1634.656351,1640.020507,1622.862986,1592.46208,1562.388528,1533.655039,1513.511995
fat,292.712056,458.7780987,541.3545321,682.4210891,748.7096895,790.0362546,795.069373,792.2468762,769.5584346,724.4409448,630.9057523,529.6798189,444.9085625,350.6260261,239.1798514
fat,956.5591799,1133.010564,1213.25219,1324.478938,1370.503086,1396.619291,1398.279735,1390.004264,1364.886094,1315.904896,1226.066274,1120.216613,1020.162502,920.149313,815.8713737
fat,1283.102384,1425.66919,1484.788265,1574.879599,1614.219953,1643.714048,1655.474527,1662.378226,1662.512224,1654.59363,1629.335569,1596.198043,1567.018472,1537.189986,1509.324835
fat,194.928992,198.8931079,293.898408,678.0900918,853.257705,1002.479453,1082.254458,1152.922125,1220.439208,1277.585042,1321.107421,1360.955053,1418.411266,1501.912655,1624.571421
fat,698.9169153,916.3627681,1018.486037,1185.136852,1262.075837,1317.375858,1338.889247,1351.634777,1348.98724,1327.681405,1266.867734,1186.713914,1106.946343,1020.546624,928.1869477
fat,198.5927336,232.0047881,307.6941204,453.2083073,515.3498465,552.6627757,554.5032892,545.2943263,517.1617132,465.4779941,373.0167825,281.9128639,208.3397872,174.856796,140.9098551
fat,196.0532125,198.1261909,199.2500519,362.6574558,474.8676476,566.4291892,608.920473,639.1031671,652.2677809,642.0298779,583.6254274,506.2828823,436.6865481,353.7882408,256.3472061
fat,1029.853404,1198.626676,1268.61374,1381.232007,1432.294503,1469.273923,1483.105905,1488.091663,1483.756638,1461.589369,1408.683585,1338.242099,1268.729382,1196.043529,1120.277883
fat,1238.368554,1340.93965,1388.495265,1441.015774,1463.911854,1478.290982,1477.301755,1470.257187,1451.064652,1415.763632,1348.681068,1267.612597,1195.202344,1129.781304,1066.542667
fat,1082.313913,1224.392028,1289.494945,1389.123825,1437.321565,1471.083929,1483.609647,1488.278009,1479.809542,1454.065674,1392.619894,1311.1092,1230.490023,1147.600324,1062.076363
fat,193.9063722,194.8947437,195.3112569,194.805018,193.9731201,193.0284659,192.2871494,192.0258137,191.575645,191.0843625,184.0764006,171.3997277,158.9980045,140.9706277,117.3481958
fat,1373.621844,1475.393628,1523.182162,1575.504743,1596.512578,1607.628145,1606.222985,1599.828153,1582.144717,1550.773765,1490.657085,1419.617211,1356.013758,1300.276379,1253.349806
fat,199.117659,199.6046319,199.6623799,199.4732674,199.2609422,198.3367516,197.4656853,196.0948996,194.257221,191.9879482,184.035171,172.260132,162.7460762,148.8874383,131.1119374
fat,179.8442308,176.724062,172.7136642,156.3023252,138.3918066,115.9492489,101.169808,85.7881282,70.52614975,57.98192232,45.82849279,37.6558802,32.32750178,22.96735619,10.42227108
fat,179.0223241,176.4140455,173.6728581,160.6173873,146.3972404,129.1808917,117.1038268,105.6933533,93.90738923,84.36429807,73.23489499,65.32631689,59.0462403,47.64894438,32.65988748
fat,180.440042,180.7469839,178.965853,170.0055024,159.6971246,145.3157577,135.3394171,125.3317122,113.6185502,103.963964,91.75820458,82.76992355,75.91256336,65.18242131,51.00733963
fat,573.5424481,646.3519483,682.4389228,705.6764442,699.246798,673.9932789,645.0459466,612.4971282,565.7508,508.9858361,424.2070379,342.9005642,285.6208343,221.8649713,181.8416968
fat,1069.530507,1152.427931,1191.343455,1225.626175,1228.469979,1210.859853,1183.931769,1147.815363,1090.548007,1006.948006,879.2727065,749.7619713,646.6313071,551.2282707,455.4366799
fat,185.1198623,183.3884948,181.4752088,170.8545337,159.3436141,143.0756633,131.466021,119.1538845,106.5938727,94.76910686,83.21994088,75.79003037,70.80372665,62.02045191,50.35792809
fat,1458.485859,1524.788075,1558.743648,1575.049638,1575.742202,1565.296129,1545.499217,1521.219805,1480.82481,1421.399167,1327.931742,1225.026398,1139.319144,1066.488915,1003.655516
fat,1467.231974,1639.234175,1714.095522,1834.011271,1884.482471,1927.337494,1953.669966,1978.312736,2141.855524,2358.474595,2525.908199,2637.014101,2706.953674,2745.314286,2762.810335
fat,179.2777124,177.3210147,174.3575564,159.6429725,143.5802039,123.7222896,109.7328178,95.76318743,82.00329501,70.91521986,58.93199144,52.42842182,47.94765065,40.12044582,28.35990041
fat,178.5087746,176.6392183,174.498258,163.0153214,150.6740857,134.5097985,123.4784041,112.7353785,101.3358805,91.89934968,81.89309919,74.75128286,69.46444749,60.13832727,47.50177832
fat,598.1545499,946.3659,1081.907,1318.097469,1417.936022,1494.913132,1533.082312,1563.651926,1585.627139,1596.323403,1587.054931,1566.329211,1548.24843,1534.472646,1531.995314
fat,1167.145566,1333.150125,1400.110826,1497.568797,1537.406867,1563.029204,1569.584611,1568.439239,1554.832425,1525.711111,1465.881629,1389.899328,1317.384275,1249.66892,1184.142038
fat,187.4406823,185.4327761,183.8912595,174.2732155,163.3341791,148.2314619,136.9484161,124.8964958,111.1998738,99.07762067,84.65173049,74.91737355,67.53550354,56.8139008,42.14886187
fat,164.8186241,158.8936784,153.8122518,130.2024384,108.8200253,84.67041147,70.2957778,57.92555181,47.78638531,38.45593938,30.98585702,26.69253325,24.04354693,17.80835348,9.009958614
fat,932.0765304,1016.853721,1057.013959,1101.817665,1114.388613,1106.852185,1090.248904,1065.509678,1023.915553,962.9169123,865.0807578,762.8897283,682.7581172,606.7053,525.4021244
fat,178.7188016,177.179947,175.2312029,164.2370484,152.6515348,137.6691564,127.8916352,117.5489463,107.1217751,99.44603544,89.15699518,81.43575243,75.58788962,64.99222766,51.01364459
fat,183.6446962,181.0668788,177.9399214,163.4762124,147.3753912,126.2337133,111.21898,96.13106372,80.35649187,67.5141698,54.47170442,46.7214368,42.16081879,33.97877593,22.37648733
fat,1140.316595,1310.450216,1375.048019,1469.372304,1503.618207,1523.269117,1524.878519,1519.066476,1502.704804,1469.807764,1407.019116,1332.298522,1265.748258,1206.492064,1151.920847
fat,866.3552606,921.5818367,955.6905274,968.9070595,971.5584023,955.5393985,928.5412875,898.5231383,852.5158398,786.2915506,683.4558471,581.2191193,505.4511487,429.8617484,344.9754195
fat,192.8102359,195.1979284,196.1708758,199.5576015,296.5185323,407.0967901,462.207349,507.7441691,546.7780855,563.5576733,538.766433,488.2681845,444.0767921,386.9133417,314.8079309
fat,1644.702866,1771.16459,1822.952986,1903.36224,1938.64827,1973.37549,2087.392943,2315.285346,2548.969372,2787.450618,3007.379054,3182.35806,3316.992962,3425.786047,3520.614591
fat,1685.77158,1740.349506,1766.285131,1782.520414,1787.867224,1786.930675,1780.173486,1769.593612,1749.46933,1716.012274,1655.461443,1577.86258,1494.117101,1402.645565,1303.894805
fat,1750.7485,1780.827248,1801.387356,1809.446614,1814.213069,1814.031315,1809.739851,1801.973412,1788.628171,1765.115572,1722.4139,1668.2474,1611.786862,1552.508091,1491.320048
fat,795.3588131,858.5274978,883.3523876,895.2901074,893.3679225,874.8133382,850.5594612,818.5275494,773.8018699,712.6243575,615.5266921,520.5427491,448.2062013,372.5451038,286.8337164
fat,189.4267673,187.5930136,185.9030588,176.3742528,165.5114247,149.2185578,136.4061568,122.3263499,106.7642316,91.05005668,73.60970903,60.07676196,50.33734483,36.63752464,17.23163476
fat,195.3388788,198.5886307,199.808395,452.2880954,560.2745656,650.2759506,695.7733864,728.9780411,756.3020833,761.3535858,726.2232642,672.3256584,623.5257535,566.1736429,499.5214898
fat,193.6293697,193.6684334,193.1813916,189.1802369,184.3933022,176.8328222,170.4181793,163.10949,153.8842541,142.9810274,127.5911759,112.1883967,98.84025856,81.7887042,59.44338464
fat,547.0451985,591.1652902,603.5245885,599.7120434,577.0349824,540.5568108,502.166493,460.0337292,408.2001162,348.6926146,264.7101358,195.5945125,177.0890159,153.1786825,123.9936304
fat,1690.027322,1724.345809,1747.689511,1751.965378,1751.966772,1743.114854,1730.061004,1711.894445,1681.228929,1635.075219,1557.173012,1465.194066,1373.215949,1285.655644,1195.886024
fat,194.5763399,197.7267145,199.0530271,356.4260209,429.794136,487.1162766,504.5216488,523.7610341,534.1880586,534.6808462,499.7110945,451.936893,416.8123861,372.4489147,315.8048737
fat,193.036118,194.4696942,194.6590773,193.9927687,192.9962318,192.3479721,192.0568306,193.2778401,195.71053,204.7426665,204.600842,194.9587391,187.5669058,172.5031496,151.8615817
fat,1118.261174,1380.851197,1469.035777,1632.223804,1695.266187,1748.753314,1778.077397,1804.897267,1832.09708,1861.097791,1890.70422,1922.306998,1959.923294,2043.421927,2162.559277
fat,199.4723729,383.0972608,461.0373954,635.1702085,706.6014007,758.8763486,778.373935,793.1342371,795.8081145,783.0318023,730.5822872,664.9763787,611.6233387,551.023869,480.3403106
fat,753.4162965,967.5200619,1057.371361,1204.601334,1263.723183,1302.914647,1315.902926,1321.122871,1312.043051,1282.922212,1217.140955,1131.754699,1052.513221,969.4341728,881.9487414
fat,1828.516916,1849.576537,1864.230222,1858.233848,1855.493433,1849.835766,1843.006427,1833.12126,1817.297661,1792.478309,1749.218123,1694.870849,1637.520222,1578.491156,1518.397014
fat,675.4294296,778.2875732,824.5061687,881.2068644,895.5041583,892.0772921,875.32785,850.3542285,809.7658601,749.6550085,650.2292886,547.3218639,465.5335262,382.8493547,290.9211818
fat,180.791912,179.8101947,177.9267439,167.225931,154.8906448,138.3284865,126.4240601,114.0397805,100.4125771,88.141519,74.2019152,63.01466122,54.23820426,40.28290289,22.59716115
fat,177.5872579,174.8996912,171.961697,156.6327524,139.6511876,119.0093003,104.246382,89.41950368,74.49488222,60.9525088,47.78502205,37.73484134,30.31977669,18.79102067,5
fat,245.5833601,430.720177,486.4486689,579.2973424,608.6746533,614.2760139,605.8326021,590.5201556,561.4021556,517.7363898,437.4065866,355.4056608,288.8963907,215.0475731,173.7839498
fat,187.1475403,185.6674581,184.2177213,174.5749894,163.9963799,147.9623033,136.6397081,123.8901359,110.1587914,97.83276654,83.47481442,72.47093937,64.78055141,52.63756528,36.29785308
fat,1714.404791,1809.552099,1852.227773,1904.269449,1925.023124,1942.057783,1952.165283,1960.399877,1967.469677,1974.875028,1978.004019,1978.596443,1975.123348,1965.579903,1949.973545
fat,1301.047697,1313.619866,1323.537474,1297.262671,1277.401468,1242.561465,1205.664623,1160.923163,1096.306454,1009.468522,882.2656092,757.5499436,658.1067955,566.7748244,472.0258078
fat,758.5134773,820.6566849,853.0804487,876.9458832,883.5051027,876.1204998,857.781939,837.2508653,800.5600606,750.7059655,664.5280146,575.9831113,504.4132758,429.6453231,341.5658752
fat,1280.569975,1325.846903,1347.974827,1362.26764,1365.741725,1359.035451,1343.617876,1322.159604,1284.876298,1227.297191,1132.758686,1026.010923,932.3923138,838.7493373,745.6267852
fat,1541.747904,1610.898366,1648.290689,1681.79722,1698.027351,1706.805203,1706.904588,1703.822419,1691.727048,1669.229098,1623.864807,1566.75847,1510.700985,1455.405254,1404.506271
fat,192.6801954,193.1966691,193.1975447,191.0514383,188.7537906,186.0770102,184.9112915,184.3378227,185.3396663,189.2151423,188.7263435,184.0512096,177.9078622,164.2653872,144.0434234
fat,931.5020862,1031.364643,1078.404462,1137.835959,1156.252457,1155.66466,1138.791282,1113.294065,1065.043558,990.3442203,869.8668896,744.474075,639.7710408,539.6855858,431.9686468
fat,1211.660945,1371.272773,1430.186193,1508.361282,1537.033823,1552.978192,1553.408615,1547.460547,1531.468982,1501.788478,1445.217097,1379.10183,1323.390689,1277.984568,1241.685575
ligament,2046.895315,2402.85046,2625.257047,2767.684361,2887.528738,3023.373923,3112.18013,3191.298864,3267.543025,3338.733889,3389.299359,3421.547117,3438.780688,3440.138206,3439.006391
ligament,1796.040592,1860.685078,1891.457097,1936.114782,1962.142612,2036.442238,2251.644455,2440.693301,2640.161064,2831.260443,2997.651232,3122.882108,3218.731785,3292.239203,3360.980046
ligament,3957.23256,4608.693885,4982.201973,5329.07848,5570.335607,5912.257792,6149.177695,6346.036988,6538.54275,6699.5,6802.294218,6855.965921,6876.027733,6862.259996,6834.379361
ligament,1943.334555,1976.987812,2079.187974,2246.59552,2359.77484,2481.656764,2554.774536,2607.866408,2647.2767,2665.374731,2646.698453,2603.974367,2548.459028,2482.813289,2421.275663
ligament,4196.452152,4806.121815,5179.332143,5535.96185,5847.863439,6246.142154,6505.759168,6733.317607,6957.072255,7159.958333,7308.654241,7410.011986,7520.579726,7614.525456,7672.903034
ligament,1443.404676,1590.951277,1645.583369,1736.8629,1781.660449,1821.038172,1844.05578,1867.033238,1890.547769,1917.446458,1948.348217,1985.823077,2162.128329,2323.468439,2472.341292
ligament,1006.212194,1249.78397,1344.025536,1533.772133,1618.817642,1692.877455,1733.033734,1768.86006,1803.334655,1834.83945,1862.496191,1885.296441,1910.753145,1944.947354,2001.956663
ligament,1984.917033,2432.154249,2689.245685,3013.773664,3213.24642,3424.397667,3556.439714,3671.93561,3785.160279,3928.450947,4086.454481,4191.171498,4252.610272,4284.536892,4295.854511
ligament,2957.175105,3279.537776,3485.855204,3674.947605,3800.158572,4006.710197,4160.155953,4283.150492,4386.202544,4459.911511,4483.130065,4468.59358,4428.017393,4364.000285,4302.644536
ligament,1931.085949,2037.652848,2371.61115,2803.401687,3024.550751,3235.446601,3358.917015,3462.097361,3558.575531,3639.420334,3692.101297,3714.760903,3711.881272,3683.407309,3638.428564
ligament,1769.446254,1802.939252,1829.845481,1843.798524,1850.939319,1854.681685,1854.184258,1851.106588,1842.895044,1826.90606,1795.685057,1755.235889,1710.509922,1664.856891,1618.230865
ligament,4002.595935,4633.267199,5023.791903,5419.653028,5728.773848,6160.197263,6430.878877,6660.92659,6879.40333,7061.208333,7175.090012,7227.896128,7237.783777,7208.870722,7158.138166
ligament,3934.058163,4474.621122,4820.621533,5175.177436,5429.042675,5726.836411,5964.322659,6158.605397,6340.646584,6489.666667,6577.594155,6613.831265,6613.118174,6571.581501,6512.443888
ligament,3215.887255,3380.961831,3523.35557,3560.908993,3619.031327,3685.146085,3726.072154,3754.087805,3778.979325,3789.523933,3778.355905,3754.714383,3712.294018,3656.963455,3592.977734
ligament,4209.160693,4662.047617,4975.917724,5224.90284,5420.229975,5623.082266,5779.140317,5910.671825,6022.720208,6107.875,6136.042832,6130.591689,6095.858388,6030.514676,5964.430303
ligament,4398.718433,4808.187121,5126.332945,5361.441277,5547.277721,5784.774036,5946.102637,6072.891112,6178.806769,6260.125,6281.806346,6267.350205,6220.990306,6142.033244,6059.758066
ligament,4069.893435,4402.947363,4676.714271,4825.425273,4969.937225,5132.76658,5234.955138,5312.236287,5379.440587,5425.978427,5430.895428,5407.896376,5355.886801,5272.006565,5182.27446
ligament,4913.057544,5377.465698,5718.617607,6061.213791,6309.360705,6564.676716,6712.616426,6821.862616,6912.070777,6967.958333,6957.296897,6903.480801,6816.498957,6687.647925,6544.121455
ligament,2397.501148,2889.425532,3135.235465,3480.496714,3677.938098,3911.683801,4160.7198,4372.292546,4572.306183,4736.169424,4842.768904,4881.443127,4862.381188,4789.86014,4689.032719
ligament,2415.90532,2889.366352,3125.72502,3444.733932,3634.611264,3822.482116,4026.685387,4221.181435,4399.104061,4538.089221,4615.591313,4625.644591,4579.533098,4481.083203,4363.111499
ligament,4817.862419,5425.694411,5851.532999,6357.332504,6678.511659,7014.681087,7216.2673,7377.401396,7605.662172,7856.683788,7969.93908,7968.042923,7855.07768,7627.488483,7398.137158
ligament,3999.146959,4393.462256,4687.859152,4878.935129,5039.545482,5217.405476,5330.406328,5417.974684,5500.381136,5562.564402,5583.893304,5577.080599,5537.630546,5459.419152,5367.177573
ligament,3746.119986,3956.841325,4202.121301,4273.078785,4397.23245,4546.398572,4647.561139,4730.68917,4813.204026,4882.077578,4917.408923,4926.011657,4910.070146,4864.927929,4813.182973
ligament,5291.493423,5819.266314,6281.928493,6556.301759,6764.531965,6991.988559,7130.222245,7236.091715,7327.763061,7391.333333,7396.919656,7364.801749,7303.331697,7208.217368,7090.02421
ligament,3753.968557,4579.09117,5070.832251,5676.006753,6160.816691,6662.125215,6979.625215,7251.075675,7590.603549,8120.122679,8533.804486,8835.308198,9001.189906,9065.578053,9048.527055
ligament,3363.865517,3623.322219,3772.312644,3924.863339,4127.346532,4352.780687,4496.047479,4612.433193,4718.185693,4796.088525,4819.470454,4799.994438,4738.558875,4641.608392,4530.003177
ligament,3711.609893,4229.346943,4600.591479,5007.491813,5265.247178,5545.547909,5745.536923,5947.773165,6147.518526,6313.291667,6425.192794,6484.329924,6501.681188,6475.820296,6428.782427
ligament,1079.053335,1201.84843,1255.086079,1342.9832,1379.26059,1403.97708,1408.732701,1408.18629,1396.166524,1364.582913,1299.965532,1218.375253,1140.217162,1064.024071,988.3624141
ligament,2984.136399,3417.515127,3633.251766,4013.373641,4396.797851,4798.314703,5055.571342,5284.810127,5516.560175,5743,5951.483798,6085.087241,6156.878145,6183.604497,6187.84529
ligament,3083.751477,3517.499144,3741.452223,4168.88021,4496.514155,4838.325817,5050.496722,5238.762307,5424.700181,5590.370208,5727.770441,5828.487271,5878.120015,5884.983266,5879.467543
ligament,3045.426107,3527.776676,3762.465095,4303.698442,4658.474679,5013.630923,5230.578614,5424.303797,5612.114829,5818.958333,5982.654765,6090.383018,6154.614063,6182.579628,6193.897846
ligament,1673.910521,1779.020113,1822.893121,1896.581679,1929.600621,1961.472076,1981.428094,2119.509437,2297.374371,2455.960131,2569.364145,2632.737328,2654.094609,2642.301661,2619.342539
